"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Tb927.8.560",3.80129144352925e-13,0.544869774992006,0.223,0.159,3.26492922084728e-09,"histone_EP_hi_GPEET_mid","Tb927.8.560"
"Tb927.8.7070",4.84669679122524e-13,0.746924484588247,0.133,0.083,4.16282787398336e-09,"histone_EP_hi_GPEET_mid","Tb927.8.7070"
"Tb927.10.6520",5.08842235927933e-13,0.807136426517085,0.104,0.06,4.37044596438502e-09,"histone_EP_hi_GPEET_mid","Tb927.10.6520"
"Tb927.11.14830",6.66571008902422e-13,0.669209711882478,0.129,0.079,5.7251783954629e-09,"histone_EP_hi_GPEET_mid","Tb927.11.14830"
"Tb927.9.11820",1.40648601054361e-12,0.642517317108955,0.14,0.089,1.20803083445591e-08,"histone_EP_hi_GPEET_mid","Tb927.9.11820"
"Tb927.10.13290",1.57542800286416e-12,0.755188222072789,0.126,0.078,1.35313511166002e-08,"histone_EP_hi_GPEET_mid","Tb927.10.13290"
"Tb927.10.7690",1.97829793516093e-12,0.551269553524637,0.19,0.132,1.69916009650972e-08,"histone_EP_hi_GPEET_mid","Tb927.10.7690"
"Tb927.5.2325",2.30943815907698e-12,0.574677934642944,0.168,0.112,1.98357643483122e-08,"histone_EP_hi_GPEET_mid","Tb927.5.2325"
"Tb927.4.1320",2.60999542043031e-12,0.707538853887298,0.134,0.085,2.24172506660759e-08,"histone_EP_hi_GPEET_mid","Tb927.4.1320"
"Tb927.10.3400",3.69238947308647e-12,0.671838284948129,0.123,0.076,3.17139331843397e-08,"histone_EP_hi_GPEET_mid","Tb927.10.3400"
"Tb927.3.2330",4.44007235622711e-12,0.656547542596574,0.13,0.082,3.81357814676346e-08,"histone_EP_hi_GPEET_mid","Tb927.3.2330"
"Tb927.10.4580",8.09461307745523e-12,0.726321079643041,0.139,0.091,6.95246317222629e-08,"histone_EP_hi_GPEET_mid","Tb927.10.4580"
"Tb927.7.4370",8.97288551206858e-12,0.66375380446523,0.12,0.075,7.7068113663157e-08,"histone_EP_hi_GPEET_mid","Tb927.7.4370"
"Tb927.3.3110",1.00208018096175e-11,0.550014314485345,0.18,0.125,8.60686667428044e-08,"histone_EP_hi_GPEET_mid","Tb927.3.3110"
"Tb927.10.12180",1.05246654001617e-11,0.923808722019907,0.081,0.045,9.03963511219892e-08,"histone_EP_hi_GPEET_mid","Tb927.10.12180"
"Tb927.10.15730",1.24754900654624e-11,0.566667758433406,0.19,0.134,1.07151984172256e-07,"histone_EP_hi_GPEET_mid","Tb927.10.15730"
"Tb927.11.8860",1.29021862237606e-11,0.701133387758243,0.121,0.076,1.1081687747588e-07,"histone_EP_hi_GPEET_mid","Tb927.11.8860"
"Tb927.10.250",1.7644997084592e-11,0.767617649237725,0.095,0.055,1.51552879959561e-07,"histone_EP_hi_GPEET_mid","Tb927.10.250"
"Tb927.11.5680",2.07485257158026e-11,0.556840193499016,0.213,0.156,1.78209087373028e-07,"histone_EP_hi_GPEET_mid","Tb927.11.5680"
"Tb927.7.820",3.15210199569003e-11,0.529429039685566,0.16,0.108,2.70734040409816e-07,"histone_EP_hi_GPEET_mid","Tb927.7.820"
"Tb927.3.1180",4.31787928187795e-11,0.703729074829544,0.142,0.095,3.70862651520497e-07,"histone_EP_hi_GPEET_mid","Tb927.3.1180"
"Tb927.10.8240",4.52647115659612e-11,0.526183391616958,0.213,0.155,3.88778607640041e-07,"histone_EP_hi_GPEET_mid","Tb927.10.8240"
"Tb927.3.3530",6.2357495483306e-11,0.811865519079601,0.08,0.045,5.35588528706115e-07,"histone_EP_hi_GPEET_mid","Tb927.3.3530"
"Tb927.11.8140",6.67455865912136e-11,0.50688817286145,0.177,0.124,5.73277843231934e-07,"histone_EP_hi_GPEET_mid","Tb927.11.8140"
"Tb927.4.4180",7.44701784910108e-11,0.976835812139532,0.071,0.039,6.39624363059292e-07,"histone_EP_hi_GPEET_mid","Tb927.4.4180"
"Tb927.9.14300",1.05558299153967e-10,0.663293874618238,0.09,0.052,9.06640231433424e-07,"histone_EP_hi_GPEET_mid","Tb927.9.14300"
"Tb927.6.1920",1.12844214159608e-10,0.534784528226691,0.187,0.133,9.69218955416871e-07,"histone_EP_hi_GPEET_mid","Tb927.6.1920"
"Tb927.4.790",1.49897357771617e-10,0.711295809265,0.124,0.08,1.28746840590042e-06,"histone_EP_hi_GPEET_mid","Tb927.4.790"
"Tb927.10.1350",1.94007683876864e-10,0.824760131443638,0.103,0.064,1.66633199681838e-06,"histone_EP_hi_GPEET_mid","Tb927.10.1350"
"Tb927.8.4640",2.1380170682848e-10,0.574727761546381,0.164,0.114,1.83634285994982e-06,"histone_EP_hi_GPEET_mid","Tb927.8.4640"
"Tb927.8.3440",2.23465244884996e-10,0.898456254885757,0.071,0.039,1.91934298831723e-06,"histone_EP_hi_GPEET_mid","Tb927.8.3440"
"Tb927.9.2800",2.32272085207175e-10,0.562197419201,0.128,0.084,1.99498493984443e-06,"histone_EP_hi_GPEET_mid","Tb927.9.2800"
"Tb927.11.7440",2.54917442747929e-10,0.673675100678731,0.118,0.076,2.18948591576196e-06,"histone_EP_hi_GPEET_mid","Tb927.11.7440"
"Tb927.8.4870",2.7161637076547e-10,0.517696330770209,0.165,0.115,2.33291300850462e-06,"histone_EP_hi_GPEET_mid","Tb927.8.4870"
"Tb927.4.530",4.11624372322394e-10,0.629155345817029,0.137,0.092,3.53544173387704e-06,"histone_EP_hi_GPEET_mid","Tb927.4.530"
"Tb927.11.14450",4.68150598918665e-10,0.671681415752523,0.113,0.073,4.02094549411241e-06,"histone_EP_hi_GPEET_mid","Tb927.11.14450"
"Tb927.9.8240",4.90517769842033e-10,0.835022988592768,0.07,0.039,4.21305712517322e-06,"histone_EP_hi_GPEET_mid","Tb927.9.8240"
"Tb927.9.6110",4.99758357593942e-10,0.505804717357839,0.196,0.143,4.29242453337437e-06,"histone_EP_hi_GPEET_mid","Tb927.9.6110"
"Tb927.2.3930",1.07821810279937e-09,0.545495464538835,0.136,0.091,9.26081528494381e-06,"histone_EP_hi_GPEET_mid","Tb927.2.3930"
"Tb11.v5.0881",1.10714596373546e-09,0.747663963208285,0.078,0.046,9.50927668252383e-06,"histone_EP_hi_GPEET_mid","Tb11.v5.0881"
"Tb927.5.4340",1.2488416836632e-09,0.639006408882871,0.11,0.07,1.07263012209832e-05,"histone_EP_hi_GPEET_mid","Tb927.5.4340"
"Tb927.11.5410",1.68730402795144e-09,0.54893259401894,0.125,0.083,1.44922542960749e-05,"histone_EP_hi_GPEET_mid","Tb927.11.5410"
"Tb927.10.10340",3.41588983186396e-09,0.516051357796632,0.197,0.147,2.93390777658796e-05,"histone_EP_hi_GPEET_mid","Tb927.10.10340"
"Tb927.11.4690",5.01295606555888e-09,0.552985032103993,0.132,0.09,4.30562796470852e-05,"histone_EP_hi_GPEET_mid","Tb927.11.4690"
"Tb927.10.11130",5.95562942943968e-09,0.616120546073886,0.102,0.066,5.11529011694574e-05,"histone_EP_hi_GPEET_mid","Tb927.10.11130"
"Tb927.7.6250",7.99764386415563e-09,0.54626023870659,0.1,0.064,6.86917631492327e-05,"histone_EP_hi_GPEET_mid","Tb927.7.6250"
"Tb927.7.2290",9.51286168676875e-09,0.580369787725747,0.132,0.091,8.17059690276568e-05,"histone_EP_hi_GPEET_mid","Tb927.7.2290"
"Tb927.5.3460",1.16812274059221e-08,0.929070303760174,0.054,0.029,0.000100330062189465,"histone_EP_hi_GPEET_mid","Tb927.5.3460"
"Tb927.11.16140",1.41384805511825e-08,0.668729355633174,0.091,0.057,0.000121435409454107,"histone_EP_hi_GPEET_mid","Tb927.11.16140"
"Tb927.10.8390",1.62873521607289e-08,0.504932249219296,0.161,0.117,0.000139892067708501,"histone_EP_hi_GPEET_mid","Tb927.10.8390"
"Tb927.11.11975",1.74417148227898e-08,0.78379936682935,0.068,0.04,0.000149806888612942,"histone_EP_hi_GPEET_mid","Tb927.11.11975"
"Tb927.4.4130",1.91799582333387e-08,0.815867663810768,0.075,0.045,0.000164736661266146,"histone_EP_hi_GPEET_mid","Tb927.4.4130"
"Tb927.11.340",2.68580537858632e-08,0.639679166781568,0.097,0.063,0.000230683823966779,"histone_EP_hi_GPEET_mid","Tb927.11.340"
"Tb927.6.1210",3.24291505497479e-08,0.561360463243057,0.121,0.083,0.000278533974071784,"histone_EP_hi_GPEET_mid","Tb927.6.1210"
"Tb927.3.1240",3.54223763942758e-08,0.505506344183545,0.189,0.144,0.000304242790850435,"histone_EP_hi_GPEET_mid","Tb927.3.1240"
"Tb927.6.570",4.41323042190488e-08,0.700845189527447,0.076,0.047,0.00037905236093741,"histone_EP_hi_GPEET_mid","Tb927.6.570"
"Tb927.3.3170",4.72686671361971e-08,0.504654761819585,0.174,0.13,0.000405990582032797,"histone_EP_hi_GPEET_mid","Tb927.3.3170"
"Tb927.10.13890",5.5572268201906e-08,0.601404404955254,0.093,0.06,0.00047731021158617,"histone_EP_hi_GPEET_mid","Tb927.10.13890"
"Tb927.8.1900",7.30070331710275e-08,0.653224592601285,0.093,0.061,0.000627057407905955,"histone_EP_hi_GPEET_mid","Tb927.8.1900"
"Tb927.6.1710",1.78902220219466e-07,0.574710281072438,0.114,0.079,0.00153659116946499,"histone_EP_hi_GPEET_mid","Tb927.6.1710"
"Tb927.11.10520",2.62646005697472e-07,0.635135012879495,0.112,0.078,0.00225586654293558,"histone_EP_hi_GPEET_mid","Tb927.11.10520"
"Tb927.9.13140",4.58288360709195e-07,0.606911717668957,0.087,0.058,0.00393623873013127,"histone_EP_hi_GPEET_mid","Tb927.9.13140"
"Tb927.10.9390",5.15029415179876e-07,0.57468070980876,0.092,0.062,0.00442358764697996,"histone_EP_hi_GPEET_mid","Tb927.10.9390"
"Tb927.11.1100",1.11355209820134e-06,0.565149175500122,0.085,0.057,0.00956429897145131,"histone_EP_hi_GPEET_mid","Tb927.11.1100"
"Tb927.10.7050",1.15820061465147e-06,0.522487884721521,0.108,0.076,0.00994778507924151,"histone_EP_hi_GPEET_mid","Tb927.10.7050"
"Tb927.4.2260",1.29046219303842e-06,0.535505045472998,0.102,0.071,0.011083779776007,"histone_EP_hi_GPEET_mid","Tb927.4.2260"
"Tb927.5.3530",1.3683244748926e-06,0.603775259264139,0.086,0.058,0.0117525389148525,"histone_EP_hi_GPEET_mid","Tb927.5.3530"
"Tb927.10.2670",1.46851543709233e-06,0.601010094805119,0.089,0.06,0.012613079089186,"histone_EP_hi_GPEET_mid","Tb927.10.2670"
"Tb927.5.2900",1.51516551764304e-06,0.577776020305736,0.081,0.054,0.0130137566310361,"histone_EP_hi_GPEET_mid","Tb927.5.2900"
"Tb927.6.3330",2.41231612356561e-06,0.504189929840304,0.113,0.081,0.020719383185305,"histone_EP_hi_GPEET_mid","Tb927.6.3330"
"Tb927.11.15310",2.94592568740763e-06,0.55132512088454,0.106,0.075,0.0253025557291441,"histone_EP_hi_GPEET_mid","Tb927.11.15310"
"Tb927.10.3110",3.96193375744168e-06,0.603125437556072,0.067,0.043,0.0340290490426666,"histone_EP_hi_GPEET_mid","Tb927.10.3110"
"Tb927.1.2390",4.31260597599831e-226,0.592620115060103,0.999,0.984,3.70409727278495e-222,"EP_hi_GPEET_mid","Tb927.1.2390"
"Tb927.11.880",3.16141402763056e-222,0.783627857035291,0.981,0.93,2.71533850833189e-218,"EP_hi_GPEET_mid","Tb927.11.880"
"Tb927.9.5770",1.95199687762341e-122,0.875572869900208,0.79,0.609,1.67657011819075e-118,"EP_hi_GPEET_mid","Tb927.9.5770"
"Tb927.6.3740",3.22755236123444e-61,0.725147296612095,0.641,0.498,2.77214472306426e-57,"EP_hi_GPEET_mid","Tb927.6.3740"
"Tb927.10.4560",5.56749870792455e-41,0.606365501500775,0.659,0.542,4.7819246402364e-37,"EP_hi_GPEET_mid","Tb927.10.4560"
"Tb927.11.6590",3.01048569282816e-36,0.500085821821428,0.703,0.605,2.58570616157011e-32,"EP_hi_GPEET_mid","Tb927.11.6590"
"Tb927.6.3800",3.04595294862212e-30,0.510370080864606,0.597,0.492,2.61616898757154e-26,"EP_hi_GPEET_mid","Tb927.6.3800"
"Tb927.9.5860",9.41737700350904e-29,0.599204545166078,0.525,0.414,8.08858510831391e-25,"EP_hi_GPEET_mid","Tb927.9.5860"
"Tb927.11.3980",1.11138450741117e-26,0.509253971374412,0.584,0.486,9.54568153415453e-23,"EP_hi_GPEET_mid","Tb927.11.3980"
"Tb927.7.7430",1.91985575911202e-26,0.606123775025417,0.478,0.371,1.64896411150132e-22,"EP_hi_GPEET_mid","Tb927.7.7430"
"Tb11.v5.07451",9.19715132456157e-25,0.803635228648515,0.28,0.185,7.89943327266594e-21,"EP_hi_GPEET_mid","Tb11.v5.0745"
"Tb927.10.15180",2.20717858632338e-22,0.52745483708105,0.519,0.427,1.89574568779315e-18,"EP_hi_GPEET_mid","Tb927.10.15180"
"Tb927.7.220",4.91479411074704e-18,0.66407921230424,0.266,0.187,4.22131666172063e-14,"EP_hi_GPEET_mid","Tb927.7.220"
"Tb927.10.10830",5.58880884236972e-16,0.805976112578985,0.171,0.108,4.80022791471135e-12,"EP_hi_GPEET_mid","Tb927.10.10830"
"Tb927.10.13600",3.48173873645246e-15,0.792952540906124,0.173,0.112,2.99046540073902e-11,"EP_hi_GPEET_mid","Tb927.10.13600"
"Tb927.9.8880",4.0105081915608e-15,0.515575936773907,0.407,0.329,3.44462548573157e-11,"EP_hi_GPEET_mid","Tb927.9.8880"
"Tb1.NT.25",4.33646774361253e-15,0.709282501425074,0.184,0.121,3.72459214498880e-11,"EP_hi_GPEET_mid","Tb1.NT.25"
"Tb927.10.4760",3.25720699285648e-12,0.614575076030544,0.235,0.171,2.79761508616443e-08,"EP_hi_GPEET_mid","Tb927.10.4760"
"Tb927.11.9640",1.24011553120078e-11,0.535966538693557,0.275,0.21,1.06513522974835e-07,"EP_hi_GPEET_mid","Tb927.11.9640"
"Tb927.11.14430",1.6087256729731e-11,0.549170222508338,0.253,0.189,1.3817344805166e-07,"EP_hi_GPEET_mid","Tb927.11.14430"
"Tb927.11.16080",1.45795332651244e-10,0.665055618226532,0.189,0.136,1.25223611214153e-06,"EP_hi_GPEET_mid","Tb927.11.16080"
"Tb927.6.5140",2.3839014671666e-10,0.674148381618047,0.169,0.12,2.04753297014939e-06,"EP_hi_GPEET_mid","Tb927.6.5140"
"Tb927.5.2320",3.7934474140791e-09,0.51134020487679,0.258,0.202,3.25819198395254e-05,"EP_hi_GPEET_mid","Tb927.5.2320"
"Tb927.9.6450",4.22524549768328e-09,0.614410283097603,0.156,0.11,3.62906335796017e-05,"EP_hi_GPEET_mid","Tb927.9.6450"
"Tb927.10.14020",6.27131156748896e-09,0.617237967376062,0.144,0.1,5.38642950531627e-05,"EP_hi_GPEET_mid","Tb927.10.14020"
"Tb927.11.16020",7.40540076614245e-09,0.511867680671534,0.142,0.097,6.36049871803975e-05,"EP_hi_GPEET_mid","Tb927.11.16020"
"Tb927.4.1770",9.75584693981697e-09,0.602512161952251,0.207,0.158,8.3792969366088e-05,"EP_hi_GPEET_mid","Tb927.4.1770"
"Tb927.3.5320",1.00354730439145e-08,0.692231478205126,0.125,0.085,8.61946779741812e-05,"EP_hi_GPEET_mid","Tb927.3.5320"
"Tb927.10.8360",1.90769540602363e-08,0.681292882799431,0.115,0.077,0.000163851958423369,"EP_hi_GPEET_mid","Tb927.10.8360"
"Tb927.11.4780",2.85571538923323e-08,0.614343118152378,0.191,0.143,0.000245277394781242,"EP_hi_GPEET_mid","Tb927.11.4780"
"Tb927.4.3480",9.75756652365696e-08,0.665465679235647,0.108,0.073,0.000838077388716896,"EP_hi_GPEET_mid","Tb927.4.3480"
"Tb927.1.2770",1.46043852772559e-07,0.802913503237735,0.069,0.042,0.00125437065146351,"EP_hi_GPEET_mid","Tb927.1.2770"
"Tb927.3.3670",1.63951065553324e-07,0.55460859449294,0.146,0.106,0.0014081757020375,"EP_hi_GPEET_mid","Tb927.3.3670"
"Tb927.11.6501",1.67431292208732e-07,0.813076985422364,0.063,0.038,0.0014380673687808,"EP_hi_GPEET_mid","Tb927.11.650"
"Tb927.7.6410",2.10816632571835e-07,0.600821291785568,0.159,0.119,0.0018107040571595,"EP_hi_GPEET_mid","Tb927.7.6410"
"Tb927.7.1280",3.15137998644144e-07,0.526352814977508,0.166,0.125,0.00270672027035455,"EP_hi_GPEET_mid","Tb927.7.1280"
"Tb927.9.11220",3.39312211926293e-07,0.537465778105733,0.198,0.155,0.00291435258823493,"EP_hi_GPEET_mid","Tb927.9.11220"
"Tb927.11.3190",3.78983568682056e-07,0.504271564618969,0.172,0.131,0.00325508987141018,"EP_hi_GPEET_mid","Tb927.11.3190"
"Tb927.4.2540",3.82809667661285e-07,0.513419953675537,0.168,0.126,0.00328795223554277,"EP_hi_GPEET_mid","Tb927.4.2540"
"Tb927.11.2200",5.27439666779121e-07,0.63888528434321,0.078,0.05,0.00453017929796587,"EP_hi_GPEET_mid","Tb927.11.2200"
"Tb927.10.5490",6.5397214090811e-07,0.506808865526266,0.156,0.116,0.00561696671825976,"EP_hi_GPEET_mid","Tb927.10.5490"
"Tb927.9.8760",1.13783307102553e-06,0.549817122575615,0.163,0.125,0.00977284824703827,"EP_hi_GPEET_mid","Tb927.9.8760"
"Tb927.6.4330",1.53133865359803e-06,0.554800755902491,0.112,0.079,0.0131526676957535,"EP_hi_GPEET_mid","Tb927.6.4330"
"Tb927.11.6780",1.84796561620303e-06,0.568394214020255,0.087,0.059,0.0158721766775678,"EP_hi_GPEET_mid","Tb927.11.6780"
"Tb927.11.640",3.70169330697885e-06,0.6072384466078,0.099,0.069,0.0317938438136413,"EP_hi_GPEET_mid","Tb927.11.640"
"Tb927.11.14480",3.77961655659807e-06,0.706841147349927,0.099,0.07,0.0324631266046208,"EP_hi_GPEET_mid","Tb927.11.14480"
"Tb927.11.1750",4.20105872116672e-06,0.537469088202791,0.127,0.094,0.0360828933561009,"EP_hi_GPEET_mid","Tb927.11.1750"
"Tb927.10.10210",0,4.75333307033082,0.519,0.036,0,"late_RBP6_PAG","Tb927.10.10210"
"Tb927.10.10230",0,4.56882162920473,0.527,0.044,0,"late_RBP6_PAG","Tb927.10.10230"
"Tb927.10.10220",5.41341369559443e-308,4.31259494641967,0.562,0.061,4.64958102314606e-304,"late_RBP6_PAG","Tb927.10.10220"
"Tb927.10.10240",1.04169407629673e-115,3.2860935348989,0.298,0.042,8.9471104213126e-112,"late_RBP6_PAG","Tb927.10.10240"
"Tb927.10.7160",4.7269726862197e-115,3.85287278411165,0.211,0.021,4.0599968401941e-111,"late_RBP6_PAG","Tb927.10.7160"
"Tb08.27P2.110",8.7756038875083e-75,3.48624139284619,0.158,0.018,7.53736617898088e-71,"late_RBP6_PAG","Tb08.27P2.110"
"Tb927.6.540",3.65191170505932e-69,3.58309772465085,0.209,0.034,3.13662696347545e-65,"late_RBP6_PAG","Tb927.6.540"
"Tb927.8.480",8.80938172662396e-62,2.96010589973252,0.198,0.034,7.56637796499732e-58,"late_RBP6_PAG","Tb927.8.480"
"Tb927.10.10250",2.55187432074371e-55,1.20362670613339,0.939,0.786,2.19180485408677e-51,"late_RBP6_PAG","Tb927.10.10250"
"Tb927.10.10200",4.99352339264507e-45,2.19893301789129,0.313,0.097,4.28893724194285e-41,"late_RBP6_PAG","Tb927.10.10200"
"Tb927.6.550",2.06910466417788e-44,5.1874553863658,0.074,0.007,1.77715399606238e-40,"late_RBP6_PAG","Tb927.6.550"
"Tb09.v4.0064",7.73142880203262e-36,2.98506015989956,0.102,0.015,6.64052419806582e-32,"late_RBP6_PAG","Tb09.v4.0064"
"Tb11.v5.1061",5.15332806006363e-30,1.01399552374948,0.817,0.668,4.42619347078865e-26,"late_RBP6_PAG","Tb11.v5.1061"
"Tb927.8.490",2.1567603864802e-28,1.66763616280821,0.305,0.121,1.85244149594784e-24,"late_RBP6_PAG","Tb927.8.490"
"Tb11.v5.0448",5.30764819549814e-25,2.18887582907572,0.176,0.053,4.55873903511335e-21,"late_RBP6_PAG","Tb11.v5.0448"
"Tb927.9.650",6.13677211697564e-25,3.73012052096954,0.053,0.006,5.27087357127038e-21,"late_RBP6_PAG","Tb927.9.650"
"Tb08.27P2.90",1.32840102302759e-23,1.28819960088975,0.509,0.301,1.1409636386784e-19,"late_RBP6_PAG","Tb08.27P2.90"
"Tb927.7.6880",7.93808843048927e-20,2.80162512701127,0.059,0.009,6.81802415294723e-16,"late_RBP6_PAG","Tb927.7.6880"
"Tb11.v5.1004",1.29697872876061e-15,2.40172055188412,0.092,0.025,1.11397503013249e-11,"late_RBP6_PAG","Tb11.v5.1004"
"Tb927.9.14930",9.80471704625294e-15,1.22508891261422,0.234,0.11,8.42127147102665e-11,"late_RBP6_PAG","Tb927.9.14930"
"Tb08.27P2.70",1.85572950476763e-14,1.40620156613522,0.183,0.077,1.59388607164492e-10,"late_RBP6_PAG","Tb08.27P2.70"
"Tb927.9.7960",2.2517900630096e-12,2.63268003141752,0.053,0.012,1.93406248511895e-08,"late_RBP6_PAG","Tb927.9.7960"
"Tb927.11.4100",2.48162331767085e-12,1.58493233289368,0.097,0.031,2.13146626754749e-08,"late_RBP6_PAG","Tb927.11.4100"
"Tb927.2.2015",1.32371271588015e-11,1.77031436377904,0.094,0.031,1.13693685166946e-07,"late_RBP6_PAG","Tb927.2.2015"
"Tb927.9.6760",4.54842786523688e-11,1.55422559246909,0.104,0.038,3.90664469345196e-07,"late_RBP6_PAG","Tb927.9.6760"
"Tb927.1.4890",4.95701442087324e-11,2.34954715413798,0.064,0.018,4.25757968608803e-07,"late_RBP6_PAG","Tb927.1.4890"
"Tb927.11.17870",8.95921642323641e-11,1.269815963971,0.13,0.053,7.69507098591775e-07,"late_RBP6_PAG","Tb927.11.17870"
"Tb927.1.4900",1.0489796252522e-10,1.74226168271498,0.084,0.028,9.00968600129113e-07,"late_RBP6_PAG","Tb927.1.4900"
"Tb11.v5.0731",6.77008413274286e-10,1.73989807735155,0.104,0.041,5.81482526161284e-06,"late_RBP6_PAG","Tb11.v5.0731"
"Tb11.v5.0627",8.6619255768328e-10,1.6017558296674,0.087,0.031,7.43972787794169e-06,"late_RBP6_PAG","Tb11.v5.0627"
"Tb927.10.14210",9.97703485836173e-10,1.19151936656926,0.173,0.085,8.56927523984689e-06,"late_RBP6_PAG","Tb927.10.14210"
"Tb08.27P2.60",1.01303898302077e-09,1.33770230037863,0.145,0.067,8.70099182516538e-06,"late_RBP6_PAG","Tb08.27P2.60"
"Tb927.4.3290",6.90523788118131e-09,2.07758444585973,0.059,0.018,5.93090881614663e-05,"late_RBP6_PAG","Tb927.4.3290"
"Tb927.2.5660",1.37022273984079e-08,0.93353834268663,0.504,0.381,0.000117688431124926,"late_RBP6_PAG","Tb927.2.5660"
"Tb927.7.6855",1.44907429479921e-08,0.987730273398338,0.293,0.182,0.000124460991180305,"late_RBP6_PAG","Tb927.7.6855"
"Tb927.1.2150",1.53316346426631e-08,1.07241660735515,0.242,0.144,0.000131683409945834,"late_RBP6_PAG","Tb927.1.2150"
"Tb927.6.3240",2.16581531853984e-08,1.04702374875452,0.16,0.081,0.000186021877709387,"late_RBP6_PAG","Tb927.6.3240"
"Tb927.7.160",3.5141962833516e-08,1.21671640366601,0.122,0.056,0.000301834318777069,"late_RBP6_PAG","Tb927.7.160"
"Tb927.4.210",3.92467201384188e-08,0.689057528221707,0.361,0.241,0.000337090079268879,"late_RBP6_PAG","Tb927.4.210"
"Tb927.9.10360",4.00985460669274e-08,1.16608165495199,0.15,0.076,0.00034440641216884,"late_RBP6_PAG","Tb927.9.10360"
"Tb927.11.1470",1.41908046231028e-07,0.945011203232015,0.196,0.111,0.0012188482090783,"late_RBP6_PAG","Tb927.11.1470"
"Tb927.9.13290",2.69319011367581e-07,1.27110713786559,0.125,0.061,0.00231318098863615,"late_RBP6_PAG","Tb927.9.13290"
"Tb10.v4.0214",2.7817785322249e-07,1.55205799389432,0.059,0.02,0.00238926958132797,"late_RBP6_PAG","Tb10.v4.0214"
"Tb927.7.7520",3.29897966268017e-07,1.07962710207072,0.122,0.059,0.002833493632276,"late_RBP6_PAG","Tb927.7.7520"
"Tb927.2.2060",3.5726173825467e-07,1.09227365882633,0.145,0.075,0.00306852106986936,"late_RBP6_PAG","Tb927.2.2060"
"Tb11.01.6250",3.63910321162512e-07,1.79769489645553,0.059,0.021,0.00312562574846481,"late_RBP6_PAG","Tb11.01.6250"
"Tb927.10.7940",4.4794271185381e-07,1.20589286571753,0.13,0.065,0.00384737995211237,"late_RBP6_PAG","Tb927.10.7940"
"Tb927.1.60",5.73032392652015e-07,0.538856425296226,0.496,0.388,0.00492177522048816,"late_RBP6_PAG","Tb927.1.60"
"Tb05.5K5.270",5.85561646013466e-07,1.37835733804953,0.084,0.035,0.00502938897760966,"late_RBP6_PAG","Tb05.5K5.270"
"Tb927.10.2330",5.94947782206339e-07,0.858495373805199,0.186,0.106,0.00511000650137024,"late_RBP6_PAG","Tb927.10.2330"
"Tb927.1.5060",1.35857218965573e-06,0.998192739823353,0.191,0.114,0.0116687765369531,"late_RBP6_PAG","Tb927.1.5060"
"Tb927.5.1400",1.45076894128351e-06,1.49539844770573,0.081,0.035,0.0124606544366841,"late_RBP6_PAG","Tb927.5.1400"
"Tb08.27P2.80",1.97294332418769e-06,0.958975106419555,0.168,0.097,0.0169456102114481,"late_RBP6_PAG","Tb08.27P2.80"
"Tb927.7.6940",2.06313759077417e-06,0.99390884114865,0.158,0.088,0.0177202887671593,"late_RBP6_PAG","Tb927.7.6940"
"Tb927.9.13100",2.07011708874845e-06,0.916089717926174,0.186,0.11,0.0177802356752605,"late_RBP6_PAG","Tb927.9.13100"
"Tb927.4.950",3.20047570441877e-06,1.41269447160611,0.079,0.034,0.0274888858252528,"late_RBP6_PAG","Tb927.4.950"
"Tb927.4.4720",3.53104995955308e-06,1.39877833615111,0.076,0.033,0.0303281881026014,"late_RBP6_PAG","Tb927.4.4720"
"Tb927.8.2850",3.59697749176327e-06,1.00295662588701,0.181,0.109,0.0308944396767547,"late_RBP6_PAG","Tb927.8.2850"
"Tb927.2.11301",3.71566850493114e-06,0.551888405701104,0.366,0.262,0.0319138767888535,"late_RBP6_PAG","Tb927.2.1130"
"Tb927.5.610",3.75952594632577e-06,0.534825304049288,0.399,0.299,0.032290568352992,"late_RBP6_PAG","Tb927.5.610"
"Tb927.11.7550",4.34671584452374e-06,0.928948708788533,0.181,0.108,0.0373339423886144,"late_RBP6_PAG","Tb927.11.7550"
"Tb927.4.730",5.13777912771031e-06,0.951447730854201,0.127,0.068,0.0441283849279038,"late_RBP6_PAG","Tb927.4.730"
"Tb927.5.1800",5.62348437873829e-06,0.765551106731693,0.214,0.134,0.0483001073289832,"late_RBP6_PAG","Tb927.5.1800"
"Tb927.10.2010",0,4.60689546528244,0.954,0.189,0,"early_Procyclics","Tb927.10.2010"
"Tb927.6.510",2.25118226629251e-217,3.75319717695662,0.991,0.626,1.93354044851864e-213,"early_Procyclics","Tb927.6.510"
"Tb927.10.12780",1.65355694852686e-179,2.98625567532332,0.731,0.18,1.42024006308972e-175,"early_Procyclics","Tb927.10.12780"
"Tb927.11.4700",4.15981228150199e-139,2.51032979661037,0.777,0.265,3.57286276858206e-135,"early_Procyclics","Tb927.11.4700"
"Tb927.6.2790",5.33737411744971e-106,1.76325852753534,0.92,0.6,4.58427062947756e-102,"early_Procyclics","Tb927.6.2790"
"Tb927.4.49401",2.20745856503835e-99,2.63117362331133,0.55,0.157,1.89598616151144e-95,"early_Procyclics","Tb927.4.4940"
"Tb927.9.11600",8.13813253275654e-93,1.35700982919027,0.968,0.805,6.98984203238459e-89,"early_Procyclics","Tb927.9.11600"
